int_id,breast,glia,cervix,colorectal,endometrium,testes,thyroid,kidney,liver,lung,lymph,pancreas,prostate,skin,melanocyte,stomach,urinary,head.and.neck,ovary,norm.carcinoid
198,1.5,1.6666666666666667,0.5,1.3333333333333333,0,1.5,1,1,1,1,1,1,1,0,0,2,2,1,1,1
199,0.5,1,2,1.3333333333333333,1,1.75,1,1,1.5,0,0,1.5,2,1.6666666666666667,2,2,2,3,0,1.5714285714285714
200,0,0,0,1.6666666666666667,1,0.5,0,2,0,0,0,0.5,3,0,0,1.5,2,0,0,1.3333333333333333
201,1,1.6666666666666667,3,1.3333333333333333,2.25,1.5,0,2,0,2,3,2,2,1.6666666666666667,2,2,3,2.3333333333333335,1,1.4285714285714286
202,0,0.6666666666666666,0,1.3333333333333333,0.25,1,0,1,0.5,0,0.5,1,1,1.3333333333333333,2,1,2,2,0,0.8571428571428571
203,1.5,1.3333333333333333,1.5,2,1.75,2.25,2,2,1.5,1,1.5,1.5,2,1.6666666666666667,2,2,2,2,2,1.8571428571428572
204,0,0.6666666666666666,0,1.3333333333333333,0.75,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5714285714285714
205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
206,1,2,0.5,1.6666666666666667,0.75,1,1,1,0,0,0,1.5,2,0.6666666666666666,0,2,2,1.3333333333333333,0,1.5714285714285714
207,0.5,0.6666666666666666,0,1.3333333333333333,0,1.5,0,1,1,1,0.5,1,0,0.3333333333333333,0,1.5,0,1.3333333333333333,0,1
208,1,0,1,2,0.5,1.5,2,2,1,0,2,1.5,1,1.6666666666666667,2,2,2,1.6666666666666667,0,1.6
209,1.5,0,1.5,1.6666666666666667,1,1.5,2,1,0,0,1.5,2,2,1,1,2,2,1.6666666666666667,0,1.8571428571428572
210,0.5,1.6666666666666667,2,1,2,2,2,1,0,2,1,0,1,0.6666666666666666,1,1,0,1.3333333333333333,0,0.7142857142857143
211,0,0.3333333333333333,1,1.6666666666666667,1,1.5,2,1,0.5,1,0,1,0,2,1.1428571428571428,2,2,1.6666666666666667,2,1.1428571428571428
212,0.5,0,1,1.6666666666666667,1.25,1.5,2,1.5,0.5,1,0.5,1,1,1,1,2,1,1.6666666666666667,0,1.2857142857142858
213,0.5,0,0,0,0.25,0.75,0,0,0,0,1,0,0,0,1,0,1,0.3333333333333333,0,0
214,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,0,0,0.6666666666666666,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2857142857142857
216,1,0.3333333333333333,0.5,1.6666666666666667,1.25,1.5,2,1,1,2,1.5,1,2,1.3333333333333333,2,0.5,1,1.3333333333333333,0,1.5
217,0,2,1.5,1.6666666666666667,0.75,2,1,1.5,0.5,1,2,1.5,1,2,2,2,2,2,0,1.5
218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
219,0,0,0.5,0.6666666666666666,0,0.5,0,0.5,0,0,0,0,0,0.3333333333333333,0,1,1,0.3333333333333333,0,0.5714285714285714
220,2,0.6666666666666666,2,2,1.25,0.5,2,2,0.5,0,1.5,0,2,1.5,1,1,2,2.3333333333333335,0,1.4285714285714286
221,1,0,1,1.3333333333333333,1.75,2.25,2,1,1.5,2,2,2.5,2,1.6666666666666667,1,2.5,2,2.3333333333333335,0,1.8571428571428572
222,1.5,1.6666666666666667,2.5,2,2,2,2,3,1.5,2,2,2,2,2,2,2,2,2.3333333333333335,2,2
223,0.5,0,2,2,0.75,1.5,1,1,1,0,0,1,2,1.6666666666666667,1,2,2,2,1,1.7142857142857142
224,2,0,3,2.3333333333333335,2,1.5,2,1,1.5,2,2,2,3,3,3,3,3,2.6666666666666665,3,2.1666666666666665
225,0,0,1,0.3333333333333333,0.75,0.5,0,0,0.5,1,2,0.5,0,0,0,0,1,0.3333333333333333,0,0.2857142857142857
226,2,0,0.5,2,0.5,1.6666666666666667,2,2,0,2,0,1,2,2,2,2,2,1.6666666666666667,0,1.7142857142857142
227,1,0,2,2,2.25,2.5,3,1.5,1.5,1,1.5,1,2,1.3333333333333333,2,2,2,2,1,1.8333333333333333
228,0.5,0.3333333333333333,0.5,2,1.25,1.75,2,1.5,1.5,2,1.5,0.5,2,1,1,2,2,1.6666666666666667,1,1.5
229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
230,2,2,2,1.6666666666666667,2,2.25,2,1.5,1,2,2,2.5,2,2,2,2,2,2,1,1.8571428571428572
231,0,0,0.5,0,0.75,0.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2857142857142857
232,1,0.6666666666666666,1.5,2,1,2,2,1.5,1.5,1,1.5,1.5,2,2,2,2,2,1.3333333333333333,0,1.7142857142857142
233,1,2,3,2.3333333333333335,1.25,2.25,3,1.5,2.5,2,3,1.5,2,2,2,3,3,2.6666666666666665,2,1.8571428571428572
234,2,0.6666666666666666,1.5,1.6666666666666667,1.75,1.75,2,2,1.5,1,2,2,2,2,1,2,2,2,2,1.8571428571428572
235,0,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0.5,0,0.3333333333333333,0,0
236,0.5,0.3333333333333333,1,2.5,0.5,1.25,2,2,1.5,0,2,1.5,1,1.3333333333333333,2,2,2,2,0,1.8
237,0.5,0.6666666666666666,2,2,1.75,2.75,2,2,1,2,1,1.5,2,0.6666666666666666,1,1.5,2,1.6666666666666667,1,1.7142857142857142
238,1,1.6666666666666667,1,2.3333333333333335,2.5,3,3,1.5,1.5,2,0.5,3,3,2,1,2.5,3,2.3333333333333335,0,2.5
239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,1.5,1.3333333333333333,1,1.6666666666666667,0.75,2.5,2,1,2,1,0.5,2,2,1,1,2,2,1.6666666666666667,0,1.8571428571428572
241,2,1,1.5,2,1,2.25,2,2,1,1,1,2,2,1.6666666666666667,2,2,2,2,1,1.8571428571428572
242,0.5,0,1,1,1.5,0.75,2,1.5,0,2,0.5,1,0,0.6666666666666666,2,1,1,0.3333333333333333,0,0.8571428571428571
243,0.5,0,1,0.6666666666666666,0.5,1,1,1,0.5,1,0,0,2,1,1,2,2,0.6666666666666666,0,0.42857142857142855
244,0,0,0,0.5,0.5,1.5,0,1,0,0,0,0.5,1,1.3333333333333333,1,0,1,0.3333333333333333,0,0.8
245,1,0.3333333333333333,1.5,2,1.25,1.25,1,2,1.5,1,0.5,1.5,2,1.3333333333333333,0,2,2,2,1,1.8333333333333333
246,1,0,0,2.6666666666666665,0.25,0.5,0,2,1,2,1,1,2,2,0,2.5,2,1.3333333333333333,0,2.142857142857143
247,0.5,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,2,0,0,0
248,0,1,0,0.6666666666666666,1,1.5,2,0.5,0,0,0,1.5,1,0.6666666666666666,1,0,2,0.3333333333333333,0,1.1428571428571428
249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
250,1,1,3,2.6666666666666665,1.75,2.75,3,3,1.5,2,2,2,3,2.6666666666666665,2,3,3,3,2,2.5714285714285716
251,0.5,0.6666666666666666,0,2,0.75,0.5,0,0,0,0,1,0.5,0,0,0,1,2,0.3333333333333333,0,1.1666666666666667
252,1,1.6666666666666667,1.5,2.3333333333333335,1.75,2,2,1,1.5,2,2.5,2,2,2,2,2,2,2,2,2.2857142857142856
253,0,0,0,0,0,0,0,1,0,0,0,1.5,0,0.6666666666666666,1,0.5,0,0,0,0.42857142857142855
254,0.5,1,1.5,1.6666666666666667,1.25,1.75,1,1,1,0,1.5,1.5,1,1.6666666666666667,1,2,2,1,0,1.4285714285714286
255,1,0.6666666666666666,2,2.3333333333333335,2,2.75,2,2,2,1,2,2,2,1.3333333333333333,2,2.5,2,2.3333333333333335,1,2.2857142857142856
256,2,1,0,0.6666666666666666,0.5,1.75,1,1,1.5,1,0,1,1,0.3333333333333333,1,2,1,1,1,1.1428571428571428
257,1.5,0,0,2,0.75,1.5,1,0.5,0,0,1,1,0,1.3333333333333333,2,1.5,2,1.3333333333333333,2,1.4285714285714286
258,0,1,0.5,2,1.25,2.25,2,1.5,1,1,2,1.5,3,1,2,2,3,2,2,2
259,1,0,1.5,1.6666666666666667,1.5,2,1,2,1,0,1,1,1,1,0,2.5,0,2.3333333333333335,0,1.2857142857142858
260,0,1.6666666666666667,2,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0.6666666666666666,0,0.5
261,2.5,1,2,3,2,3,3,3,2.5,1,1.5,1.5,2,2.3333333333333335,2,3,3,2,2,2.3333333333333335
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1.5,0,3,0.6666666666666666,3,1.75,3,2,0,3,1.5,3,1,2.3333333333333335,2,2,3,3,3,1.8333333333333333
264,0.5,2,0,1.3333333333333333,1.25,2.75,2,2,2.5,1,1.5,2,2,0.3333333333333333,1,2,3,2,0,2.142857142857143
265,1,0,0.5,1.3333333333333333,0.5,0.75,1,1,0,1,0,0.5,0,0.3333333333333333,1,1.5,2,1.3333333333333333,0,0.8571428571428571
266,1.5,0,2,1.6666666666666667,1.75,2,2,2,0.5,2,1,1.5,1,2,2,1,2,1.6666666666666667,2,1.2857142857142858
267,1,0.6666666666666666,0.5,1.6666666666666667,0.75,1,1,1,1,0,2,1,0,0.3333333333333333,1,2,0,1,0,1.2857142857142858
268,0.5,0,0.5,1.6666666666666667,0.5,1.75,2,1,1,0,0,1,0,1,0,2,1,1.3333333333333333,0,1.1428571428571428
269,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
270,0,0,0,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.42857142857142855
271,0.5,1.3333333333333333,1.5,1.6666666666666667,2.5,2.25,1,2.5,0.5,2,1,2,2,2,1,2,3,1.6666666666666667,3,1.8571428571428572
272,1,0.3333333333333333,0,1.6666666666666667,1.25,1.5,3,1,1,0,0.5,1,1,0.5,0,2,2,0.6666666666666666,0,1.5714285714285714
273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
274,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.14285714285714285
275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276,2,1,1.5,2.6666666666666665,1.5,2.25,3,2.5,1.5,1,2,2,2,2,3,3,2,2.6666666666666665,1,2.3333333333333335
277,0,0,0,1.3333333333333333,0,0.25,1,1,0,1,0,0,0,0,0,3,1,0.3333333333333333,0,0.6666666666666666
278,0,0,0,1,0.5,1,0,2,1,0,0,1,0,0.3333333333333333,1,2,0,1,0,0.8333333333333334
279,2.5,1.3333333333333333,3,3,2.5,2.5,2,2,2,1,3,2.5,3,2.3333333333333335,2,3,3,3,2,2.857142857142857
280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
281,1,0.3333333333333333,2,2,1,2,2,1.5,1,0,1,1.5,2,2,2,2,2,1.6666666666666667,1,1.8571428571428572
282,1.5,0.6666666666666666,2,1.6666666666666667,1.5,1.75,2,1,1.5,0,3,2,2,1.3333333333333333,2,2,2,2,1,1.8571428571428572
283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
285,0,1.3333333333333333,0,0,0,0.75,2,0,0,2,0,0.5,0,0.3333333333333333,0,0,0,0,0,0.14285714285714285
286,1,0.3333333333333333,1,2,1.25,2.25,2,1.5,1,0,1.5,2.5,1,1,2,3,2,2,0,2
287,0,0,0.5,2.3333333333333335,0.75,2.25,2,2.5,1,0,1.5,0,2,1,3,1.5,0,0.3333333333333333,1,1.5714285714285714
288,1,0,0.5,1.6666666666666667,0.75,1.75,1,1,1,2,1.5,1.5,0,1,0,2,2,2,1,1.2857142857142858
289,1.5,2,2,1.6666666666666667,1.25,1.75,2,1.5,1.5,2,0.5,1,2,1,2,2,2,1.6666666666666667,1,1.4285714285714286
290,0.5,0,1,1.3333333333333333,0.25,1.5,0,0.5,0.5,1,0,0.5,1,1.3333333333333333,0,2,2,1.6666666666666667,0,0.7142857142857143
291,1,0.3333333333333333,1.5,1.3333333333333333,1,1.75,3,2,1.5,0,0.5,2,1,1,0,2,2,2,0,1.4285714285714286
292,1.5,1,3,2.3333333333333335,0.5,1.75,2,1.5,2,2,1,2,2,2,2,3,2,1.6666666666666667,0,2
293,1.5,0,2,1.6666666666666667,2,1.5,1,1,0,2,2,1,1,1.6666666666666667,1,1.5,2,1.6666666666666667,1,1
294,1,1.3333333333333333,3,2.6666666666666665,1.25,2.5,2,2,2.5,2,3,2.5,3,2.6666666666666665,3,2,3,2.6666666666666665,1,2.5714285714285716
295,1,0,2.5,2,1.5,2.5,2,1,0,0,2.5,1,2,2,2,2.5,3,2.3333333333333335,0,1.4285714285714286
296,1,0,1.5,1.6666666666666667,1.25,1.5,1,1.5,1.5,3,3,0.5,2,0.6666666666666666,0,2,2,0.3333333333333333,1,1.3333333333333333
297,0.5,0.6666666666666666,2,2.6666666666666665,1.75,1.5,2,1.5,1,2,1,1,2,1,2,2,2,1.3333333333333333,2,2
298,1,1.6666666666666667,0.5,1,1.25,1.5,1,1,0.5,1,0.5,1.5,2,0,0,2,2,1,0,1.1428571428571428
299,1,1.3333333333333333,2,2.3333333333333335,1,2.25,3,1.5,3,2,1,2,2,1.3333333333333333,3,3,2,2.3333333333333335,0,1.8571428571428572
300,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0
302,1,1,1,1.3333333333333333,0.75,1.25,2,1.5,0,0,0,2.5,1,0.3333333333333333,0,2,1,1,0,1.5714285714285714
303,0,0.6666666666666666,0,0,0,0.25,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,0.2857142857142857
304,1,0,0,0.3333333333333333,0.25,1.5,1,1,0.5,0,0,1.5,0,1,2,2,1,0.3333333333333333,0,0.8333333333333334
305,0.5,0,0.5,0,0.5,1.25,1,0,0,0,0,1,2,0,0,0,0,0,0,0.5714285714285714
306,2.5,2,2,2.6666666666666665,2.5,3,2,2,2,2,3,3,3,2.6666666666666665,3,3,3,2,2,2.7142857142857144
307,0,0,0,0.6666666666666666,0,0.75,0,1.5,1,0,0,0.5,0,0,0,0,1,0,0,0.42857142857142855
308,1,0,1,2,0.75,2,2,1,0.5,0,1,1.5,2,0.6666666666666666,1,3,1,0.6666666666666666,0,1.7142857142857142
309,1.5,1.3333333333333333,1,2.3333333333333335,1.25,1.5,2,1.5,2,2,1.5,1.5,1,1.6666666666666667,1,1.5,2,1.6666666666666667,0,1.8333333333333333
310,1,1.3333333333333333,1,2,0.25,1.75,1,1,1,1,1,1.5,1,1,1,2,1,1.6666666666666667,0,1.6666666666666667
311,1,3,3,2,1.75,3,3,3,2.5,3,2,2,3,3,2,2,3,3,2,2
312,1,1.6666666666666667,3,2.6666666666666665,2,2.75,3,2,0,3,2,2.5,2,3,3,3,3,3,3,2.5714285714285716
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2,1.3333333333333333,1,2,1.5,2.25,2,2,2,2,1,2,3,2,2,2,2,2,1,2.1666666666666665
316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
317,0,0,1,0.3333333333333333,0.5,0.5,1,0.5,0.5,0,0,0,0,0.3333333333333333,0,0.5,1,0.6666666666666666,0,0
318,0.5,0,2.5,0,0.25,1,0,1.5,0.5,0,0,1.5,3,2,0,0,2,1.6666666666666667,0,0.8571428571428571
319,0.5,1.3333333333333333,1,0,0.25,1,0,0,0,0,0,0.5,1,1.3333333333333333,0,1,3,1.3333333333333333,0,0.5714285714285714
320,1,0.6666666666666666,1.5,1.6666666666666667,1,1.75,2,1,1,0,1.5,2,2,2,2,2,2,2,0,1.7142857142857142
321,1.5,2,2,2.3333333333333335,1,2.25,3,2,1.5,2,1.5,3,2,1.6666666666666667,2,2,2,2.3333333333333335,2,2.5714285714285716
322,0,0,0,0.3333333333333333,0,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0.14285714285714285
323,0,0.3333333333333333,0,1.3333333333333333,0,0,0,0,0,0,0,1.5,2,0,0,2,0,0,0,1.5
324,2.5,2,3,2.6666666666666665,2.25,3,3,2.5,2,2,2,2.5,3,2.6666666666666665,3,2.5,3,3,2,2.4285714285714284
325,1.5,2,2.5,2,1.5,2,2,2,0.5,2,2,2,1,1.6666666666666667,2,2,2,2.3333333333333335,1,1.8571428571428572
326,0.5,0,1.5,1,1.5,2.5,3,1.5,1,0,1,2,2,2.3333333333333335,1,1,1,1.3333333333333333,1,1.7142857142857142
327,1,1,0.5,2,1.25,2,2,2,1,1,1,2.5,2,1.6666666666666667,2,2,2,1.6666666666666667,0,2.142857142857143
328,1.5,2,2.5,2.3333333333333335,1.75,2.25,3,2,0.5,3,1,2,1,1.6666666666666667,3,2,2,2.3333333333333335,2,1.8571428571428572
329,1.5,1.3333333333333333,1,2.6666666666666665,1,2,2,2,1.5,3,1,2.5,2,2,2,2.5,2,2.3333333333333335,0,2.5
330,1.5,0,2.5,2,1.5,3,2,2.5,2,1,2,2,3,2.5,3,2,3,2.3333333333333335,2,2.1666666666666665
331,0.5,0,1,2,1.75,1.5,0,2,0.5,1,0.5,1,0,2,1,2,1,0.6666666666666666,2,1.3333333333333333
332,1,0.6666666666666666,0,1,1,1.75,1,1,1,0,1.5,2,2,0.3333333333333333,0,2,3,0,1,1.1666666666666667
333,0,2.3333333333333335,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5714285714285714
334,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42857142857142855
335,1,1.6666666666666667,2,2,1.5,2,2,2.5,0,0,1,1,3,1.3333333333333333,0,3,2,1.6666666666666667,0,2
336,1.5,0.3333333333333333,2.5,2.6666666666666665,2,2.5,2,2,1.5,1,2.5,2.5,2,2,2,3,3,2.6666666666666665,2,2.4285714285714284
337,2,1,2,2.6666666666666665,2,2.25,2,1.5,1,2,2,2.5,3,2,2,2,2,2,2,2.6666666666666665
338,0.5,2,2,2,1,1.5,1,2,1,2,1,1,2,1.6666666666666667,1,2,2,1.6666666666666667,1,1.7142857142857142
339,1.5,2,2,2,1.75,2.25,2,2,2,2,2,2,2,2,2,2,3,2.3333333333333335,2,2.142857142857143
340,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
341,1,2,1,1.6666666666666667,0.5,2.75,2,2,1.5,2,1,2,2,1.6666666666666667,1,2,2,2,1,1.6666666666666667
342,1.5,0.6666666666666666,0.5,2,1.5,2,2,2,1.5,1,2,1,1,2,2,2,1,2,1,1.7142857142857142
343,0,0,0,2,0.25,0.75,1,1,1.5,2,0,1,0,0,0,2.5,2,0.6666666666666666,0,1.4285714285714286
344,1,1,1.5,2.6666666666666665,2.25,2,3,2.5,0,2,3,2.5,2,1,0,2.5,3,2,0,2.142857142857143
345,0.5,0.6666666666666666,0.5,1.3333333333333333,0,0.75,1,1,0,0,0,0,0,0.6666666666666666,0,2,0,1,0,0.42857142857142855
346,0.5,0,0,0.3333333333333333,0,0.75,0,0.5,0,0,3,0,0,1,0,1,1,0.3333333333333333,0,0.14285714285714285
347,1.5,1.6666666666666667,2.5,3,2.75,3,2,2,1,2,3,2.5,2,2.3333333333333335,3,2.5,3,2.3333333333333335,2,2.7142857142857144
348,1,1.3333333333333333,0,1.6666666666666667,1.5,1.75,2,2,0.5,1,3,1,1,0.3333333333333333,1,2.5,3,1.3333333333333333,0,1.2857142857142858
349,2,1.6666666666666667,3,2,2.75,2.5,3,3,2,2,2,2,2,1.3333333333333333,0,1.5,1,3,1,2
350,1,0,2.5,2,1,0.5,0,0,0,0,1,0,2,2,0,3,3,2.6666666666666665,0,1.1428571428571428
351,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
352,0.5,0,0,1.6666666666666667,0.25,0.75,3,0,0,1,1,0,1,0.3333333333333333,1,0.5,2,1.6666666666666667,0,0.8571428571428571
353,1,2,3,2.6666666666666665,1,2.5,3,2.5,1.5,2,3,1.5,2,2.3333333333333335,1,3,3,2.6666666666666665,2,2.142857142857143
354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
355,1,2.6666666666666665,2.5,2,1.5,1.75,2,1.5,0,0,1.5,2,2,1.6666666666666667,1,1,2,2.3333333333333335,0,2
356,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.5,2,1,0,0.8571428571428571
357,2,0.3333333333333333,2.5,2.6666666666666665,2.25,2,3,2.5,0.5,2,2,2,2,2,2,2.5,3,2.6666666666666665,2,2.2857142857142856
358,0.5,0.3333333333333333,1,1,0.75,1.5,1,1.5,0.5,0,0,2,1,0.6666666666666666,0,2.5,1,0,0,1.5714285714285714
359,1,0.3333333333333333,2,2.5,0.75,1.75,1,1.5,0,0,1.5,2,2,2.3333333333333335,3,2,2,2.3333333333333335,1,2.2
360,1,0,0.5,0.6666666666666666,0,1.75,0,1,1.5,1,0,1,0,1,1,2,1,1.3333333333333333,0,1
361,0,0,0,0,1,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,1.5,1.3333333333333333,1,1.3333333333333333,1,1.5,0,1,0.5,1,1.5,2,2,1.6666666666666667,1,1.5,2,1.3333333333333333,1,1.6666666666666667
364,2,1.3333333333333333,1,2.6666666666666665,2.5,2.75,3,2,2.5,1,2,2,2,1.6666666666666667,0,3,2,2.6666666666666665,0,2.2857142857142856
365,1,0,2,2,1.25,1.75,2,2,1.5,0,0,2.5,2,1.3333333333333333,1,3,2,2,0,2.142857142857143
366,0,2,0,0,0,0,0,1.5,0.5,0,0,0,0,0.3333333333333333,0,0,0,0,0,0
367,0,0,2,2,0,0.5,1,2,1,0,0,1,0,0.3333333333333333,1,1.5,1,1,0,1.3333333333333333
368,0,0,0,1.3333333333333333,0,0.5,2,0.5,0,2,1,0,0,0,0,0.5,0,0,0,0.5714285714285714
369,0,0,1,1.3333333333333333,0.25,0,0,1.5,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0.5714285714285714
370,1.5,1.3333333333333333,2.5,2.6666666666666665,1.75,2.5,2,2,1.5,1,1.5,2,2,2.6666666666666665,3,3,2,2.6666666666666665,1,2.2857142857142856
371,1,0,0,2,1,1.75,2,1.5,1.5,2,1,1.5,2,1.6666666666666667,0,2,2,1.6666666666666667,0,1.8571428571428572
372,1,0,1,2,0.75,1.75,2,2.5,1,2,0,2,2,0.6666666666666666,0,2,1,1,0,2.1666666666666665
373,1,1,3,2,1,1.75,2,1.5,1.5,2,1.5,2.5,2,2.6666666666666665,3,3,3,2,0,1.8571428571428572
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2,2,0,1.6666666666666667,2.25,1.5,2,1,0,2,2,2,2,2.3333333333333335,2,1.5,2,2,2,1.5714285714285714
376,1,0.6666666666666666,2,0.6666666666666666,0.5,2,2,1,1,2,0.5,1.5,2,1.3333333333333333,1,2,2,2,0,1.2857142857142858
377,0,1,0.5,0.3333333333333333,0.25,0.75,0,1,1.5,0,1,0,1,0,0,2,1,0.6666666666666666,0,0.16666666666666666
378,1.5,2.3333333333333335,3,3,2.5,3,3,3,2.5,3,3,3,2,2.6666666666666665,3,3,3,3,3,2.857142857142857
379,0,0.6666666666666666,1,0.3333333333333333,0,0.75,1,0,0,0,1,0,0,1.6666666666666667,2,0,1,0.6666666666666666,0,0
380,1,0.6666666666666666,2.5,2.3333333333333335,2.5,2.5,3,3,1.5,1,2,2.5,3,1.6666666666666667,3,3,3,2.3333333333333335,0,2.4285714285714284
381,0,0,1,0.6666666666666666,0,0,1,1.5,0.5,0,0,1,0,0.3333333333333333,0,1,0,0,0,0.7142857142857143
382,0,2,0,1.3333333333333333,0.75,1,1,1,0,0,0,0.5,0,0,0,1.5,0,0.3333333333333333,0,0.7142857142857143
383,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
384,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,0,1.6666666666666667,0,0
385,0,0,0,0,0,0.25,1,0,0.5,0,0,0,1,0,0,0,0,0,0,0.14285714285714285
386,3,1.6666666666666667,2.5,3,2,2.5,3,3,3,2,2.5,2.5,2,2.6666666666666665,3,2.5,3,3,2,2.7142857142857144
387,1,0.3333333333333333,2,2.6666666666666665,1.5,2,2,2,1,1,2,2,2,3,2.3333333333333335,3,2,2.3333333333333335,1,2.2857142857142856
388,1,0.6666666666666666,1.5,1.6666666666666667,1.5,2,2,1.5,1,0,2,1.5,2,1.6666666666666667,0,2,2,1.3333333333333333,2,1.7142857142857142
389,2,1.6666666666666667,2,2.3333333333333335,2,2,2,2,2,1,1.5,2,3,2.6666666666666665,3,2.5,2,2.3333333333333335,1,2.142857142857143
390,0.5,2,2,1.6666666666666667,2,2,2,2,0,1,2,1.5,2,1.6666666666666667,1,2,3,1.3333333333333333,1,1.4285714285714286
391,1,0,0.5,0.3333333333333333,0.25,0.75,0,0.5,1.5,0,0.5,0.5,2,1,0,0.5,2,1.3333333333333333,0,0.7142857142857143
392,1.5,0,1.5,2,1.75,2.75,3,2.5,1.5,2,2.3333333333333335,3,3,2,2,3,3,2.3333333333333335,1,2.142857142857143
393,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394,0.5,0,1,0.6666666666666666,0.25,0.75,0,0,0,0,1.5,0,0,1,0,1,1,0.6666666666666666,0,0.2857142857142857
395,0,0,0,0.3333333333333333,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857
396,1,0.3333333333333333,0,1,0.25,1,2,1,0,0,0.5,0,2,1.3333333333333333,1,1,1,1,0,0.8571428571428571
397,0,0,1,0.6666666666666666,0.5,1.5,0,1.5,0,0,3,0,0,0.6666666666666666,2,1,0,0,0,0.2857142857142857
398,0.5,0,0.5,2,0.5,0.3333333333333333,3,1,0.5,1,0.5,2,0,0.6666666666666666,1,1.5,3,2.3333333333333335,2,1.7142857142857142
399,2,2,2,2.3333333333333335,1.25,2,3,2,1.5,2,1,2,2,2,2,2,2,2,2,2
400,2,1,2,2.6666666666666665,2.5,2,3,1.5,1.5,0,3,1.5,2,2,2,3,3,2.6666666666666665,0,2.142857142857143
